,author_name,books_name
1488,Jelle Zeilinga de Boer,['Earthquakes in Human History: The Far-Reaching Effects of Seismic Disruptions']
1489,Donald Theodore Sanders,['Earthquakes in Human History: The Far-Reaching Effects of Seismic Disruptions']
1490,Temple Emmet Williams,"['Warrior Patient: How to Beat Deadly Diseases With Laughter, Good Doctors, Love, and Guts']"
1491,Liudmila Kholodovich,['Японски разкази']
1492,Aleksand'r Kirov,['Японски разкази']
1493,H.L. Cherryholmes,['The Lizard Queen Volume One']
1494,Maggie Shayne,"['Blue Twilight (Wings in the Night, #11)', 'Sussurri nella notte', ""Stargazer (Shayne's Supernaturals, #5)"", 'Oltre la notte']"
1495,Mark Goodwin,['Apocalypse (The Days of Elijah #1)']
1496,David Antin,['what it means to be avant-garde']
1497,Marcus Tullius Cicero,['Philippics I-II']
1498,John T. Ramsey,['Philippics I-II']
1499,Rebecca Soler,"['Angel (Maximum Ride, #7)', 'Atlantia']"
1500,Anthony Rivera,['Dark Visions: A Collection of Modern Horror - Volume Two']
1501,Trent Zelazny,['Dark Visions: A Collection of Modern Horror - Volume Two']
1502,John C. Foster,['Dark Visions: A Collection of Modern Horror - Volume Two']
1503,Carol Holland March,['Dark Visions: A Collection of Modern Horror - Volume Two']
1504,Chad McKee,['Dark Visions: A Collection of Modern Horror - Volume Two']
1505,J. Daniel Stone,['Dark Visions: A Collection of Modern Horror - Volume Two']
1506,C.M. Saunders,['Dark Visions: A Collection of Modern Horror - Volume Two']
1507,David Blixt,['Dark Visions: A Collection of Modern Horror - Volume Two']
1508,David Siddall,['Dark Visions: A Collection of Modern Horror - Volume Two']
1509,Peter Whitley,['Dark Visions: A Collection of Modern Horror - Volume Two']
1510,David Murphy,['Dark Visions: A Collection of Modern Horror - Volume Two']
1511,Kenneth Whitfield,['Dark Visions: A Collection of Modern Horror - Volume Two']
1512,A.A. Garrison,['Dark Visions: A Collection of Modern Horror - Volume Two']
1513,Rhesa Sealy,['Dark Visions: A Collection of Modern Horror - Volume Two']
1514,J.C. Hemphill,['Dark Visions: A Collection of Modern Horror - Volume Two']
1515,Edward Morris,['Dark Visions: A Collection of Modern Horror - Volume Two']
1516,Sharon Lawson,['Dark Visions: A Collection of Modern Horror - Volume Two']
1517,Jane   Brooks,['Dark Visions: A Collection of Modern Horror - Volume Two']
1518,slmz bhgm,['برقص برقص']
1519,Douglas Adams,"[""Life, the Universe and Everything (Hitchhiker's Guide, #3)"", 'Autostoperski vodič kroz galaksiju']"
1520,Roberto Escobar Gaviria,"[""The Accountant's Story: Inside the Violent World of the Medellin Cartel""]"
1521,David Fisher,"[""The Accountant's Story: Inside the Violent World of the Medellin Cartel""]"
1522,Joana Starnes,"[""Mr Bennet's Dutiful Daughter""]"
1523,James T. Kloppenberg,['Toward Democracy: The Struggle for Self-Rule in European and American Thought']
1524,Elif Shafak,"['قصر الحلوى', 'The Bastard of Istanbul', 'قواعد العشق الأربعون']"
1525,mHmd drwysh,['قصر الحلوى']
1526,lyf shfq,"['قصر الحلوى', 'قواعد العشق الأربعون']"
1527,Karin Kaufman,"['The Witch Tree (Anna Denning Mystery #1)', 'Death of a Scavenger (Juniper Grove Mystery #2)']"
1528,Lee Child,"['بدشانسی و دردسر', 'Night School (Jack Reacher, #21)', 'Night School (Jack Reacher, #21)', 'Nepřítel (Jack Reacher, #8)', 'Persuader (Jack Reacher, #7)', 'One Shot (Jack Reacher, #9)']"
1529,mHmd `bsabdy,['بدشانسی و دردسر']
1530,Kevin Hollingsworth,['Romance with a Touch of Love']
1531,George Myerson,"[""Nietzsche's Thus Spake Zarathustra: A Beginner's Guide""]"
1532,Jean Estoril,"[""Drina's Dancing Year (Drina, #2)""]"
1533,Mabel Esther Allan,"[""Drina's Dancing Year (Drina, #2)""]"
1534,Michael Goss,['Lost at Sea']
1535,George Behe,['Lost at Sea']
1536,Irvin D. Yalom,['El Dia Que Nietzsche Lloró']
1537,Jaroslav Stetkevych,['The Zephyrs of Najd: The Poetics of Nostalgia in The Classical Arabic Nasib']
1538,Shana Galen,"['All I Want for Christmas is Blue (Lord and Lady Spy, #3.6)']"
1539,Alan Brenham,['Price of Justice']
1540,A.L. Kennedy,['Das blaue Buch']
1541,Ingo Herzke,['Das blaue Buch']
1542,Russell Hoban,"['A Bargain for Frances', ""Jim's Lion""]"
1543,Lillian Hoban,['A Bargain for Frances']
1544,Julia Sexton,"['Abducted by the Alien (Arcturus Mates, #1)']"
1545,Charles Dickens,"[""Barnaby Rudge: A Tale of the Riots of 'Eighty"", 'Barnaby Rudge', 'A Tale of Two Cities', 'The Cricket Of The Hearth', 'Hard Times', 'Hard Times', 'The Great English Short-Story Writers, Volume I', 'The Short Stories of Charles Dickens (The 100 Greatest Books Ever Written)', 'Horror Stories', 'The Cricket on the Hearth', 'The Chimes', 'A Christmas Carol', 'Little Dorrit', 'A Christmas Carol and Other Christmas Writings', ""Le choix d'Esther (Bleak House, #2)"", 'A Tale of Two Cities', 'The Pickwick Papers', 'Three Ghost Stories', 'A Christmas Carol']"
1546,Donald Hawes,"[""Barnaby Rudge: A Tale of the Riots of 'Eighty""]"
1547,Janni Howker,['Badger On The Barge And Other Stories']
1548,Jean Stewart,"[""The Body's Memory""]"
1549,David Halberstam,['The Teammates: A Portrait of a Friendship']
1550,Chandler McGrew,['The Darkening']
1551,Lauren Beukes,"['Zoo City', 'The Shining Girls']"
1552,Julie Bertagna,['Soundtrack']
1553,Reno MacLeod,"['StarCrossed 3 1/2: Angel Tears', 'Purple Hearts']"
1554,Jaye Valentine,"['StarCrossed 3 1/2: Angel Tears', 'Purple Hearts']"
1555,Clifford D. Simak,"['Way Station', 'City', 'Laughing Space: an Anthology of Science Fiction Humour']"
1556,David W. Wixon,['City']
1557,B.K. Bostick,"['Huber Hill and the Brotherhood of Coronado (Huber Hill, #2)']"
1558,Mignon G. Eberhart,['Call After Midnight']
1559,Orihara Ran,"[""Eren's Play"", 'Aidoru no Sekai ni Yoroshiku!: Bunga Sakura yang Mekar di Tokyo']"
1560,Paul Davies,"['الجائزة الكونية الكبرى', 'The Eerie Silence: Renewing Our Search for Alien Intelligence']"
1561,mHmd ftHy khDr,['الجائزة الكونية الكبرى']
1562,Hsm bywmy mHmwd,['الجائزة الكونية الكبرى']
1563,Melissa Darnell,['Crave (The Clann Series #1)']
1564,Johanna Lindsey,['A Man to Call My Own']
1565,Rory Patrick Allen,['Oman: Under Arabian Skies']
1566,Ray Bradbury,"['Something Wicked This Way Comes', 'Dandelion Wine A1922', 'Fahrenheit 451', 'Dandelion Wine', ""We'll Always Have Paris: Stories"", 'Das Böse kommt auf leisen Sohlen', 'فارنهایت ۴۵۱']"
1567,Clare Beaton,"[""There's a Cow in the Cabbage Patch""]"
1568,E.L. James,"['Grey', 'Πενήντα πιο σκοτεινές αποχρώσεις του γκρι (Fifty Shades, #2)']"
1569,Ramsey Dean,['Riding on a Beam of Light']
1570,Noah Hamdan,['Riding on a Beam of Light']
1571,Frederick Ramsay,['Impulse']
1572,Sean Kennedy,"['Loose Change (Petit Morts, #15)']"
1573,Margaret Cavendish,['The Blazing World']
1574,Becky Albertalli,"['Yo, Simon, Homo Sapiens']"
1575,Mildred T. Howard,['These Are My People']
1576,J. Rose Alexander,['Eunica']
1577,Hilary Mantel,"['Wolf Hall', 'Wölfe (Thomas Cromwell, #1)']"
1578,Jean-Yves Berthault,['The Passion of Mademoiselle S.: Letters to a Lover']
1579,Jorge Luis Borges,"['Το βιβλίο της άμμου', 'An Introduction to Fiction']"
1580,Spuros Tsaknias,['Το βιβλίο της άμμου']
1581,Kamal Dib,['Warlords and Merchants: The Lebanese Business and Political Establishment']
1582,Mohammed Dib,['La Grande Maison']
1583,Steve Berry,"['The Alexandria Link (Cotton Malone, #2)', 'The Patriot Threat (Cotton Malone, #10)', 'The Templar Legacy (Cotton Malone #1)']"
1584,David Wiseman,['Jeremy Visick']
1585,Alison Weir,['Captive Queen: A Novel of Eleanor of Aquitaine']
1586,Art Shay,"[""Chicago's Nelson Algren""]"
1587,David Mamet,"[""Chicago's Nelson Algren""]"
1588,Addy Pross,['What is Life?: How chemistry becomes biology']
1589,David Rakoff,['Half Empty']
1590,Donald Marron,['30-Second Economics']
1591,Adam Fishwick,['30-Second Economics']
1592,Christakis Georgiou,['30-Second Economics']
1593,Katie Huston,['30-Second Economics']
1594,Aurelie Marechal,['30-Second Economics']
1595,Harold Koda,['Charles James: Beyond Fashion']
1596,Jan Reeder,['Charles James: Beyond Fashion']
1597,Sarah Scaturro,['Charles James: Beyond Fashion']
1598,Glenn Petersen,['Charles James: Beyond Fashion']
1599,Ralph Rucci,['Charles James: Beyond Fashion']
1600,Ridley Pearson,"['Hard Fall', 'Disney After Dark', 'Shell Game (Kingdom Keepers, #5)', ""In Harm's Way in Harm's Way""]"
1601,Arthur Conan Doyle,"['Baskervillský pes (Sherlock Holmes, #5)', 'I maestri del giallo', 'The Adventures Of Sherlock Holmes']"
1602,Alexandre Dumas fils,"['La signora delle camelie', 'La dama de las camelias', 'Kameliadamen']"
1603,Karen  Hall,['Dark Debts']
1604,George Newbern,['Dark Debts']
1605,Samantha Young,"['Herzgeflüster (Into the Deep, #1)']"
1606,Dolores Gordon-Smith,['Trouble Brewing']
1607,Isabel Dare,['Used by the Centaurs (Taken by the Centaurs #2)']
1608,Jenefer Shute,['User ID: A Novel of Identity Theft']
1609,Andreu Martin,['La Monja Que Perdió La Cabeza (Ángel Esquius #3)']
1610,Jaume Ribera,['La Monja Que Perdió La Cabeza (Ángel Esquius #3)']
1611,Banana Yoshimoto,['N.P']
1612,Tara F.T. Sering,"['Almost Married: A Novel about Love, Longing, and Last Hurrahs']"
1613,Cris Beam,"['Transparent: Love, Family, and Living the T with Transgender Teenagers']"
1614,Martin McDonagh,['The Cripple of Inishmaan - Acting Edition']
1615,John Fawcett,['Orphan Black #1']
1616,Graeme Manson,['Orphan Black #1']
1617,Jody Houser,['Orphan Black #1']
1618,Szymon Kudranski,"['Orphan Black #1', 'Vihreä Lyhty - Kolmas osa: Loppu']"
1619,Mat Lopes,['Orphan Black #1']
1620,Neil Uyetake,['Orphan Black #1']
1621,Emma Jaye,['Western Wishes ( Dream Agency #1)']
1622,Liubomir Nikolov-Narvi,"['Властелинът на пръстените, том I (Властелинът на пръстените, #1)']"
1623,Paullina Simons,"['El jinete de bronce', 'Tatiana (O Cavaleiro de Bronze, #2)']"
1624,Cathy Kelly,"['Best Of Friends', 'The Sunday Night Book Club', 'Always And Forever']"
1625,Roger Leloup,['I Mittens rike']
1626,Alexander Shirvanzade,['Քաոս']
1627,Mike Carey,"['X-Men Legacy: Salvage', 'Hellblazer, Volume 16: The Wild Card', 'X-Men: Manifest Destiny', 'Darkness Visible Vol. 1', 'X-Men Legacy: Salvage']"
1628,Scot Eaton,"['X-Men Legacy: Salvage', 'Doomwar', 'X-Men Legacy: Salvage']"
1629,Andrew Hennessy,['X-Men Legacy: Salvage']
1630,Jason Keith,['X-Men Legacy: Salvage']
1631,Brian Reber,['X-Men Legacy: Salvage']
1632,Cory Petit,"['X-Men Legacy: Salvage', 'X-Force/Cable: Messiah War']"
1633,Phil Briones,['X-Men Legacy: Salvage']
1634,Aimee Nicole Walker,"['Unscripted Love (Road to Blissville, #1)']"
1635,Jean Ford,['Diseases and Disabilities Caused by Weight Problems: The Overloaded Body']
1636,Graham McNamee,['Bonechiller']
1637,Gerd Brantenberg,"['Egalias døtre: En roman', 'Egalias döttrar']"
1638,Seth King,['The Goode Fight']
1639,Colee Firman,"['Caught Up In You (Caught Up, #1)']"
1640,Juli Zeh,"['Decompression', 'The Method']"
1641,Jules Verne,"['A Journey to the Center of the Earth', 'Journey to the Center of the Earth (Extraordinary Voyages, #3)', 'Viagem ao Centro da Terra', 'আশি দিনে বিশ্ব ভ্রমন (Extraordinary Voyages #11)']"
1642,Kazuma Kamachi,"['とある魔術の禁書目録 6 (Toaru Majutsu no Index, #6)']"
1643,Haimura Kiyotaka,"['とある魔術の禁書目録 6 (Toaru Majutsu no Index, #6)']"
1644,Kim Edwards,['The Lake of Dreams']
1645,Ann Marie Lee,['The Lake of Dreams']
1646,Ariel Dorfman,"[""The Empire's Old Clothes: What the Lone Ranger, Babar, and Other Innocent Heroes Do to Our Minds""]"
1647,D.L. King,"['Under Her Thumb', 'Bound for Trouble: BDSM Erotica For Women']"
1648,Jordan L. Hawk,"['Threshold (Whyborne & Griffin, #2)', 'Gay Romance MM', 'Maelstrom (Whyborne & Griffin, #7)']"
1649,Julian G. Simmons,"['Threshold (Whyborne & Griffin, #2)']"
1650,David Merveille,['Jukebox']
1651,M.A. Harper,"[""The Worst Day of My Life So Far: My Mother, Alzheimer's and Me""]"
1652,Jessica Pine,"[""Rock n' Roll Girlfriend (Everglade, #1)""]"
1653,Cathy Cole,"['More Than a Love Song (Heartside Bay, #3)']"
1654,Marcus Chown,['Atomların Dansı']
1655,Imge Tan,['Atomların Dansı']
1656,Dennis McAuliffe Jr.,['The Deaths of Sybil Bolton: An American History']
1657,Elisabeth  Lee,['Young PRB: A Novel of the Pre-Raphaelite Brotherhood']
1658,Keith R.A. DeCandido,"['Sleepy Hollow: Children of the Revolution', 'Distant Shores: A Tenth-Anniversary Celebration']"
1659,Beth Michele,['Life in Reverse']
1660,David Gerrold,"['A Matter for Men (War Against the Chtorr #1)', 'A Rage for Revenge', 'A Season for Slaughter (War Against the Chtorr #4)']"
1661,Michael  White,['J.R.R. Tolkien']
1662,Jez Alborough,['Hug']
1663,Julia Hanel,"['Liebe, Zimt und Zucker']"
1664,Ted Naifeh,"[""Night's Dominion, Vol. 1 (Night's Dominion, #1-6)""]"
1665,Ulises Farinas,['Motro Volume One']
1666,Erick Freitas,['Motro Volume One']
1667,Natalie Riess,['Space Battle Lunchtime Volume 2: A Recipe for Disaster']
1668,Leinil Francis Yu,"['The New Avengers, Vol. 6: Revolution']"
1669,Alex Maleev,"['The New Avengers, Vol. 6: Revolution']"
1670,Frank Reynolds,['Freewheelin Frank: Secretary of the Angels']
1671,Michael McClure,['Freewheelin Frank: Secretary of the Angels']
1672,Alan Zweibel,"['North', 'North: The Tale of a Boy Who Becomes a Free Agent and Travels the World in Search of the Perfect Parents', 'Bunny, Bunny: Gilda Radner, a Sort of Romantic Comedy']"
1673,Alex Tiani,['North: The Tale of a Boy Who Becomes a Free Agent and Travels the World in Search of the Perfect Parents']
1674,Donny Cates,['God Country #1']
1675,Geoff Shaw,['God Country #1']
1676,Jason Wordie,['God Country #1']
1677,John Hill,['God Country #1']
1678,Margarita Barbachano,['El Gran Hotel del Salto']
1679,David Goldfield,['The Gifted Generation: Growing Up When Government Was Good']
1680,Nikolaj Frobenius,"[""De Sade's Valet""]"
1681,Tom Geddes,"[""De Sade's Valet""]"
1682,David Finch,"['The New Avengers Collection Vol. 1', 'Batman: The Dark Knight #13']"
1683,Steve McNiven,['The New Avengers Collection Vol. 1']
1684,Angel Medina,['The New Avengers Collection Vol. 1']
1685,Kari Nelson,['Gator Girl: The Answers (Gator Girl #4)']
1686,Khaled Hosseini,"['Lovec draků', 'Duizend schitterende zonnen', 'Tausend strahlende Sonnen', 'Vanatorii de zmeie: roman grafic']"
1687,Lynn Tyler,['Their Rebel Mate (Helan Universe #2)']
1688,Lynda Chance,"['The Mistress Mistake', 'The Sheriff and the Innocent Housekeeper']"
1689,Caryl Phillips,"['Crossing the River', 'Dancing in the Dark', 'A New World Order', 'Higher Ground']"
1690,Annie Groves,"['Only A Mother Knows (Article Row, #4)']"
1691,Andrew Chambliss,"['Buffy the Vampire Slayer: Welcome to the Team, Part 4 (Season 9, #19)']"
1692,Georges Jeanty,"['Buffy the Vampire Slayer: Welcome to the Team, Part 4 (Season 9, #19)', 'La lunga strada verso casa', 'Deadpool (1997-2002) #57']"
1693,Graham Bowley,['No Way Down']
1694,Caitlin A. Bagley,['Makerspaces: Top Trailblazing Projects']
1695,Lyn Wildwood,['If Only for a Moment']
1696,Michel Rivelin,"[""L'Homme dans le labyrinthe""]"
1697,Amy Andrews,"[""'Tis the Season to be Kissed""]"
1698,Sarah Dessen,['Saint Anything']
1699,Taylor Meskimen,['Saint Anything']
1700,Heidi Rice,"[""'Tis the Season to Get Lucky"", ""The Millionaire's Blackmail Bargain (Taken by the Millionaire #4)""]"
1701,Moe Yukimaru,['Hiyokoi 12']
1702,mHmd lTfy jm`@,['حكم نابليون']
1703,Joe Abercrombie,"['Best Served Cold', 'Meio Rei (Mar Despedaçado, #1)']"
1704,Writers of Modern Family,"[""Modern Family: Wit and Wisdom from America's Favorite Family""]"
1705,Lottie Moggach,['Ich bin Tess']
1706,Barbora Kardosova,['Sladko v ústach']
1707,Jill Monroe,"['SEALed and Delivered (SEAL, #1)']"
1708,H.P. Lovecraft,"['The Whisperer in Darkness', 'Il caso di Charles Dexter Ward', 'Viajes al otro mundo: Ciclo de aventuras oníricas de Randolph Carter', 'The King in Yellow', 'Hory šílenství']"
1709,Asumiko Nakamura,['卒業生 - 冬 - [Sotsugyousei - Fuyu -]']
1710,Zhong Cun  Ming Ri Mei Zi,['卒業生 - 冬 - [Sotsugyousei - Fuyu -]']
1711,Rosemary Goodwin,"['The Dragonfly, A Bury St. Edmunds Historical Time-Travel Novel']"
1712,Moyoco Anno,"['Sugar Sugar Rune, Volume 7 (Sugar Sugar Rune, #7)']"
1713,R.B. Russell,['Bloody Baudelaire']
1714,Ryuhei Tamura,['Beelzebub Vol. 18']
1715,Mitsumasa Anno,"[""Anno's Medieval World GB"", ""Anno's Math Games II"", 'All in a Day', ""Anno's Counting Book""]"
1716,Ursula Synge,"[""Anno's Medieval World GB""]"
1717,Gian Calvi,['All in a Day']
1718,Leo Dillon,['All in a Day']
1719,Diane Dillon,['All in a Day']
1720,Ron Brooks,['All in a Day']
1721,Eric Carle,"['All in a Day', '10 Little Rubber Ducks']"
1722,Raymond Briggs,"['All in a Day', 'Omul de zăpadă']"
1723,Akiko Hayashi,['All in a Day']
1724,Zhu Chengliang,['All in a Day']
1725,Nicolai Ye. Popov,['All in a Day']
1726,Harriet Reisen,['Louisa May Alcott: The Woman Behind Little Women']
1727,Rosamunde Pilcher,['Coming Home']
1728,Alice Nelson,['The Last Sky']
1729,Thomas Hardy,"[""Tess of the D'Urbervilles"", 'Tess']"
1730,Abigail Ahern,['Color: Transform Your Home']
1731,Graham Atkins-Hughes,['Color: Transform Your Home']
1732,Patrick Hennessey,"[""The Junior Officers' Reading Club: Killing Time and Fighting Wars""]"
1733,Ethan Hawke,['Ash Wednesday']
1734,Bingham Hawke,['Ash Wednesday']
1735,Vi Keeland,"['Beautiful Mistake', 'Playboy Pilot', 'Egomaniac', 'Cocky Bastard']"
1736,Andi Arndt,['Beautiful Mistake']
1737,Sebastian York,"['Beautiful Mistake', 'Easy Kisses (Boudreaux, #4)', 'Dirty Together (The Dirty Billionaire Trilogy, #3)']"
1738,Jim  Benson,['Personal Kanban: Mapping Work - Navigating Life']
1739,Tonianne DeMaria Barry,['Personal Kanban: Mapping Work - Navigating Life']
1740,Lisa Lutz,['The Passenger']
1741,Madeleine Maby,['The Passenger']
1742,Belinda Boring,['Without Mercy (Mystic Wolves #1A)']
1743,Kate Aster,"['More, Please']"
1744,Hans Rath,['Ve Tanrı Buyurdu: Konuşmamız Lazım!']
1745,Ayse Buldurur,['Ve Tanrı Buyurdu: Konuşmamız Lazım!']
1746,Bill Brittain,['The Wish Giver']
1747,Andrew Glass,['The Wish Giver']
1748,Amie Kaufman,"['This Shattered World (Starbound, #2)', 'Illuminae (The Illuminae Files #1)', 'Gemina (The Illuminae Files, #2)']"
1749,Meagan Spooner,"['This Shattered World (Starbound, #2)']"
1750,Gilly Macmillan,['What She Knew']
1751,Penelope Rawlins,['What She Knew']
1752,Dugald Bruce-Lockhart,['What She Knew']
1753,L.S. Lynn,['Hyrum']
1754,Ted Hopf,"['Social Construction of Foreign Policy: Identities and Foreign Policies, Moscow, 1955 and 1999']"
1755,Melissa Hill,['Destinos Cruzados']
1756,Laini Taylor,"['La chimera di Praga', 'Lips Touch: Three Times', 'Dárek z pravé lásky: 12 zimních políbení', 'Daughter of Smoke and Bone (Zwischen den Welten, #1)']"
1757,Donatella Rizzato,['La chimera di Praga']
1758,Bella Jewel,"['Memphis Lights (Country Star, #1)']"
1759,Katie French,['Darkest Worlds: A Dystopian Anthology']
1760,S.K. Falls,['Darkest Worlds: A Dystopian Anthology']
